processed_text,IsToxic
educate dumb assss rap rap real people like dispise,True
seriously youtube fuck find comment android phone want reply course scroll copy paste post comment android device fuck technology able handle mountainous task hop computer try look goddamne comment course comment system youtube fuck search comment completely impossible hour later find fucking thing search string read click single stupid fucking comment expand search piece comment want find phrase remember have click fucking view xxx comment expand miracle christ alfuckingmighty actually find piece shit comment moron matter reply thick skulle inbreed troglodytic fucknut automatically scroll page comment right click reply copy paste quote etc have scroll hour god forfuckingbid reply box right underneath actual comment reply,True
stefan excellent!you obviously well understanding event surround unfortunate event president.i unfortunate officer wilson life destroy job fear police hesitate find rapidly grow situation thank depth honest dissertation tom kelver seek help school drug,True
gentle giant rob store later assault armed police officer school boy look hope thug life come high price,True
bullshit stef police officer pepper spray stun gun number non lethal method immediate disposal real question version event hold true gun option officer go,True
well society great good michael brown go rail get usher college life athletic scholarship brown killer like o.h.simpson o.lj find civilly liable y'know,True
video interesting stefan take clothe sexy case hard understand cop good record year service shoot teenager hand witness friend lie start protest snowball effect ensue watch video store show brown aggressive hard believe evidence huge error judgement fight police officer,False
awnser 24:15 question aim leg,False
people talk stupid subject care blue purple cousin kill drunk african driver leave die local news riot outside sorry michael family truly loose people violent people post think people,False
dude commit felony include assault police officer shoot kill race riot distract fact cop job case close justice serve street day,False
difference color skin people,False
gentle gentl giant,False
youtube com watch?v=6yfbbt6dvhg research come information white construction worker witness mike brown shoot hand,False
stefan victim police discrimination game white supremacy deny involvement play victim black complain fail watch comment,True
ya young white man kill non white black cop medium outcry medium search,False
fact prove thug,True
michael brown asian dindu nuffin wong,True
luv dem gangzta lyrek,False
good balanced unbiased video story sad smh,False
hey week kansas city mo black man sneak retirement housing break house beat year old couple death go outside attempt hot wire antique car neighbor come town house mr howell afro american take gauge shot gun execute blow head armne know felon get previous murder charge find young girl body.now o.k ol d white people caucasians al sharpeton jesse jackson,True
thank stefan,False
tell people facebook hold judgment till fact like wait see fact want believe mr brown gentle giant lot evidence,False
round riot w/ police officer clear wrong,False
long allegedly michael brown video confirm family,False
know truth today hear hand shoot bullshit lie beyonce .yet moniker reason lie shoot cop outright assassinate,True
love rap section,False
know white people die cop black black arrest double rate white arrest end shooting people kill police black courtesy fbi statistic maybe worry black commit crime number general population oh year ago crime rate employment rate black well,False
12:28 turn auto tune rap song stefan molyneux,False
guy monster get deserve color matter attack guy gun go to shoot stupid illegal act try hurt get blast cop raise,True
molyneux tête de noeud,False
moly looooooooooooooooooooooove cop witness clueless riot decade police violence repression area ignorant effect marijuana,False
people dislike video problem man say wrong change happen change good thing numbered,False
state cop cop shooting state problem right anarcho capitalist like steffan agree nonsense,False
racist piece shit reach justify murder extremely shameful slant fact order justify racist biased view,True
dear mr stephen molyneux minute bit long right respond fact btw vote thumb number blink try thumb thing happen = fair thank homework hard work obviously spend lot time present case nice obviously care country good,False
follow video u new information thx time great work,False
people country go learn police enemy medium one light call fire stir pot,False
mr molyneux excellent video,False
stop advertising swisher sweet lol ur racist point blank,True
man intelligence average black man comprehend like dog try figure man make house,True
love trayvon martin video love wish deliver cable news maybe people truth,False
robbery video leave question answer clerk counter enter store money watch carefully hand enter plus pull pocket money counter surveillance audio ability conversation clerk window say ﻿ video post long depth clerk exchange window know say know money sufficient item etc,False
hope video entitle truth ferguson police department ferguson riot thank usual quality research issue match gasoline riot control peaceful protestor homeowner refuse inside member press clear symptom normal small town police sanford police similar protest incude looting resist escalation,False
fine ferguson officer man get cream crop town lol,False
fate neglect child interesting know family background mind child emulate social behaviour,False
good commentary perceptive fair,False
right wrong michael brown case left wing policy stop conflate issue,False
rob store big man play fire burn police job,False
link poor little tryvon martin little mr brown yeah thug tired beat white person ground get shoot efford end story,True
fascinating hear actual fact especially compare twisted nonsense come main medium outlet,False
michale brown get ask black protestor racist white happen,True
white guy concerned plight black community doubt spend time hang black guy community world react react world time secondly think hope drug charge feel gunshot flee shooter kind fantasy live think black shit survival mechanism world police officer right thing give comfort life want believe cop story story cop get start cop harassment type antic cop kid give year old fat fuck think whip everybody ass sass hit kid door dumb ass kid instead pass get officer fire pay dollar injury push door officer grab neck scuffle incur kid fire punch grill black guy hit pretty hard boxing cop see red open fire kid run foot far ass body remind fat ass sprinter maybe shot start set want negotiate cop execute lawful maybe story make sense,True
think chief problem molyneux great ideal solid worthwhile goal hope share society embrace ethical grey ness human being frustrate approach morality believe worth listen political strategist require recognize conditional nature human psychology construct systemic guide help incentivize positive culture good philosophy crappy political theory,False
sad look like nice young man,False
believe photo gentle giant accomplice give gang sign brown raise hand surrender maybe realize blow trouble officer wilson adrenaline run high react officer hesitate lose life lord know thing thug go college look angelic professional athlete getting arrest crap feed disgusted,True
tell racist cop dumb guy mess cop hate michael brown like holy man right kill confusing,False
thank + stefan molyneux share logical rational evaluation occurrence incident,False
apparently stefan read matter kansas,False
jerk b.s story skittle arizona ice tea component lean actual promethazine pharmaceutical drug easy street level guy quake antebellum period dreamer negro live beneath need realize well statistic white fair white committ violent crime pls come white savior b.s,False
thank stefan,False
da fuck gay ass bald white frenchy nigga go to set hisself dang judge criminal conspiracy micheal brown mothafuckin hand air son u smart u know nigga hand mothafuckin air sign showin innocent tha crime sorry cussin shit internationally recognize indication innocence perpetrator you niggas medium plain old fashioned example murder degree mr officer darren wilson takin life nigga college student niggas kent state protestin ass shoot historic event michael brown shoot dead street takin ferguson protest you medium mothafuckas try explain away,True
interview constitution worker catch tape say u shot hand,False
go pay store owner cigar big gigantic mike stole,False
ireland v england riots hq,False
thank right on.black people go vote democrat year.that race baiting about.democrat rally base.smh,False
wow common sense refreshing great job stefan molyneux,False
focus roll blunt mj cause happen like non criminal type criminal type smoke pot pot absolutely fact walk drive important bring pot relative intel yes criminal tendency smoke pot criminal tend smoke cigarette drink,False
good opinion definitely deadly force charge assault prior carry gun cause world get crazy thank share know,False
wonder twist slavery truth year slavery side bet fox news pay record,False
wtf,False
comment topic video set stefan rapping actual beat epic,False
far base propaganda bs,True
look like m. brown suicide cop thing,True
urban youth handle truth present video,False
reason police need wear v recording device time people help ensure truth maintain time imagine officer pov camera situation,False
police officer wear camera lapel issue open shut case,False
stefan molyneux rounded view simply want use old tired ploy discredit michael brown sane person believe officer wilson perfect angelic white man person exist privy questionable characteristic cop rest assure human nature spite brown smoking weed steal blunt rap bitch gun etc justify unarmed shoot time desensitize culture hip hop white people monetarily benefit,False
say minute easily rap duty white kid play btw pretty sure eminem sum white lyric racism,False
dude tell dude listen violent music like gangsta rap deathmetal mean like fight kill lol,False
denny brain fire extinguisher,False
believe recite music listen cop excessive force cop judge jury executioner society screw issue cop train escalation force use non lethal mean apprehend civilian suspect,False
let news,False
act like gentleman treat like gentleman act like gentleman,False
good datum wish present speculation marijuana blunt emphasis rap lyric youtube video know friend hurt guilty see video see cigar shove guy way reason try bring culturally normative thing admittedly ridiculous indicate actual violence include rap lyric complete bull amazing job collect wide range fact put generally great presentation thank greatly appreciate fear good material dismiss emphasis item admit mean,False
people cell phone crowd record encounter claim see medium independent researcher witness video footage encounter brown officer shoot,False
wait jesus come care b s get sick tired racist white people racist black people damn black man love white people black people away hate heart try love hate go to hell need come god child kkk black power,False
man officer get lucky video life ruin juror convict black way,False
till start advocate parent family black community totally lose,False
sad story kill reason racial war increase devil see officer victim guy cause action let pray soul,False
music reference sex drug stealing murder etc ya pretty rap music like,False
good job determine occur brown kill occur simple matter racism police abuse mention question pull curtain wizard illusion life energy sacred turn tv peace love appreciation,False
dear mr stefan molyneux add video michael brown ferguson pd horrible history lying corruption smart think statement massive authoritarian corruption negative impact community serve people eventually feed choice disregard law and/or fight cop merit charge mr brown happen,False
pathetic pseudo philosophy vile little man,True
chief black lie,False
mr brown oh dead,False
exactly right stefan crime bad decision create poverty poor unattractive area criminal steal necessity respect homie pathetic,True
brown piece shit world well,True
stefan ummm fact ya philosophize them,False
black tired kill weapon shut ass white devil white people evil,True
present believe mike brown innocent believe act arrogantly disrespectfully officer lead hate fact officer compare george zimmerman zimmerman jerk ve mind business try wanna cop officer right duty confront situation way zimmerman easily walk away stay phone dispatcher,False
make damn angry worthless thug get shoot protest animal loot tear shit neighborhood think black community fuck fuck,True
kajieme powell shoot video disturb reason link video mentone,False
man stef spit fire hot dylan jealous 12:26 13:34,False
criminal get shoot great,True
magic hamster drink lot lean hear skittle lean jolly rancher ideal candy use magic hamster doubt skittle lean want point houston lean quote unquote create magic hamster prefer use jolly rancher lean,False
watch video clear stefan buy argument favor white police officer dead black kid watch video post patter bias exist sure repeat patter argument tryvon martin convince like minded different alex jones white conservative pretend system affect white people minority black fair game stefan preach sided view gain white admirer share view,False
black cop kill white kid black kid kill white cop riot protest engage national news race mention circumstance think ask question answer honestly real racist country,True
video push clerk lose sympathy definitely tell guy likely dick.but hell need new tv riot loot honor,True
easy point negative black man point good point white man shit corny wanna take seriously tell fact good bad party know couple lyric picture show middle finger doest justify shoot 6times medium say control look internet store owner micheal brown alledgedly steal cigar say not micheal brown video bogus think happen cop vs black man recent year sen black man start beat policeman run away policeman start fire micheal stop rush police gun draw fire shot pure bullshit,True
let look fact move away shot fire witness arm shot fire witness drop knee shoot fire witness audio recording shot group video recording spontaneous utterance hand etc fight officer officer fight weapon car officer weapon discharge car officer damage officer eye medical report release officer statement release police log incident radio report release forget review wound show shoot twice witness support unofficial officer version incident,False
dude lie azz racist cracka,True
help laugh start recite rap lyric good,False
holy shit think trayvon martin supporter imbecile michael brown clown dope,True
guess suck construction worker prove entire video wrong,True
right finally sane opinion event black bastard soooooooooo ignorant run yell loot carry like la riot old shit,True
video biased shit,True
okay literal fuck skittle tea lean,True
people translate conversation funniest sad shit funny get wrong sad people reach direction find hole cop,False
autopsy show number wound right arm make scenario shoot hand raise lot likely try claim let innocent unarmed gentle giant mind business gun cold blood jaywalk sadistic jack boot racist thug police officer shoot innocent youth hand raise try surrender forget bs story try defend claim totally refute fact regardless matter decide cop guilty,True
stop cost come black community create responsibility worry,False
shoot run lol,False
spin way want thug police officer know way previous offense remember weapon police train shoot time fact truly know fact sign petition police officer wear camera chest debate threaten,False
odd stefan say wait fact judge cop rush judgement alleged scenario favor cop truth know truth mix side,False
advertising ignorance create crime opinion,False
think gentle giant kill song rap talk bad,True
see looting protest high exhibit poor decision making impress go college college pretty extended childhood people,False
tazer,False
obviously matter smoke marijuana family autopsy say shoot unbiased witness clearly state time mb come officer mention hand witness michael brown shooting repeat time dude keep come police,False
guy little biased sure maybe bring fact taser avoid forensic tell truly happen highly doubt mike brown need shoot time call say cop hero handle kid especially act aggressively cop completely right racist stefan come crazy cop hold high standard cop mistake call backup try door right kid lol remember training u space handle situation well uncle cop tell taser mike charge pursue block away wait,False
public school terrible problem kid attend public school bring sort issue classroom build strawman characterization left community need public financial support conservative economic policy devastate local economy welfare simply symptom cause,False
take minute deduce reasoned people minute hear story break thank,False
michael brown home angel street devil altar boy death,False
understand commit robbery offense deserve die jail end life trayvon martin go buy skittle deserve death totally biased white label troubled teenager peer pressured commit crime,False
picture cop injury ambulance injure officer,False
omg start rap lose lmao,False
good stefan,False
obviously word happen take unpopular stance try hard justify stance contrary norm ve love video long watch word law enforcement day distrust government day insincere stefan molyneux -mw,False
obviously rap crime face indicative poor character aesop rock rap rap murder people beat shit people fun rap stuff stuff speak volume character want perceive world absolutely relevant,False
people know ground say people ferguson say black white thing cop step boundary say protest daylight peaceful tailgate like cop come military like overreactive fwiw,False
spread word year unarmed white guy shoot black cop,False
good breakdown see need slow think act thing,False
watch video stef mention 21:15 know truth fucking evidence need start 6:03 happen thing start car kid run cop run kid turn charge cop cop freak fuck start shooting kid comes come cop eventually get hit head end,True
white weak,True
stephan thank video take available information account provide reasonable rational breakdown video truth police brutality militarization police united states thank steve,False
omg story give half,False
white race racist race,True
think somebody deserve die steal cigar fine criminal legal process humane kill americans treat felon criminal like dog moment commit minor crime like steal cigarette smoking weed long human right rap bad quality tone think matter lot people produce rap music consider big rapper talk smoking weed bitch kill people surprise brown probably inspire crime brown steal cigar tell white person go convenience store steal alcohol get shoot hour later police justify police shoot,False
6'4 charge armed cop dangerous weapon,False
come officer thing charge officer person foot away eyewitness say,False
stef stateless society discussion existence cop useless know cop protect state corporation decision existence people second waw,False
molyneux spread complete information complete garbage,True
time sequence event wrong report robbery officer darren wilson dispatch crime scene police chief say publicly,False
thank,False
white supremacy good,True
amazing info police officer give award find plus witness support oppose view state friend officer wilson wife say repeatedly fact hit piece michael brown long tell truth day statement officer quick release dirt micheal brown smell wait video catch incident plus day write report fill lie truth change need preparation simply tell,False
michael brown go college live county jail await trial robbery assault police officer maybe attempt murder,True
construction worker work area see incident state brown hand raise surrender find interesting witness account limit solely account support minority viewpoint additionally innocent prove guilty mindset oj simpson charge nicole murder explain shot brown conveniently omit information witness state brown surrender mention see single picture injury sustain police officer brown allegedly beat actually believe picture exist medium say officer action motivate racism say officer probably psychopathic tendency type hire police street usa great presentation highly hypocritical,True
anarchist defend cop shoot unarmed civilian highly disappointed beginning video refer square know blunt bad stefan incredibly touch evidence complete ignorance black hip hop culture slang start smoking blunt listen hip hop likely gain enlightened understanding life like low class america,False
floor shave quality cigar cmon sensationalism comment video perfect think,False
thank stefan humorous tragic enlightening california,False
comment fuck ridiculous see video year know hand shoot bullshit tragedy let exploit man death good come shape form,True
black thug plan tf,True
say nigga way time,False
trevon martin bring watermelon skittle lean lol yo white ppl aaannnyythe blk ppl look certain way truth trevon say limit nigga fuck kid dumb thing time say batman lol sicken kind excuse not u talk video tbat come year mike brown situation cop say not think important show mike trade store owner robbery lol u talk corruption police medium withholding information,True
people justify murder evil,True
injustice white kid excuse,True
man guy bunch waffle nonsense come mouth answer question,True
merica,False
ana kasparian beautiful woman world,False
ana fuxke hot,True
johnathan gentry november 9:59pm winner loser case heart prayer michael brown family darren wilson family current leader seek racial issue try divide country worker satan,False
care cop somebody tell dumb ass girl unarmed white people year kill black week ago black cop shoot unarmed white man salt lake city crime commit black understand crime poverty related ad white woman rape black fbi report fuck rape poor answer rape hang neck dead,True
hey rogan tell good cop bad one jail,False
agree joe cop extremely difficult job qualified handle yes lot good cop intelligent unplug matrix joe claim completely unaware ignore reality country corrupt prison industrial complex tie fail judicial system racial agenda police brutality,True
tear gas geneva convention hahahahahahahah,True
aim gun people say like extremely american s america broken system,False
tear gas ban geneva convention stupid cunt assault man early day assault police officer s violent felony add big thug tell say unarmed not shoot fucker try cop gun tell outraged thug kill cop double standard say different stupid asthese,True
anybody get cigar,False
easy guess cop lot training end day human navy seal think human mistake robot cop continue mistake medium play big issue white co kill black man black cop kill black man news probably need long stop make race issue good citizen have issue cop young man saint gentle giant say rob store probably thing happen cop explain god people involve know exactly happen,False
thumb up video clarify joe rogan commentary ignorance ana spew mean ignorant necessarily disparage mean understand situation,False
need able people gun citizen completely disarm north hollywood bank heist short city people not strip ammendment right,True
great interview,False
anna dumb ass n joe rogan clue say anna porn n leave job intelligent,True
lord o'mighty ana incredibly hot body perfect,False
vile cunt,True
joe rogan idiot,True
think mezzican,False
work poor white fear kid profile like life search time stop record love fucking hope well kid,False
start give fuck joe rogan people eat bug shit social commentator come fuck,True
finland population police force police use weapon time year use weapon include point weapon shot fire year police warn shots.there approximately shot fire people year police finland shot shoot extremity death rare case man come police officer machete shoot leg grip machete wave ground officer fire penetrate leg man later die hospital police officer find guilty manslaughter use excessive force country gun civilian hand world position death cause firearm unlike america police enjoy high public trust place trustworthy profession fireman doctor maybe gain american cop take pointer country police procedure instead play cowboy edit finnish police wear blue overall resistant knife cut duty cut resistant glove give way deal threat copy text write tyt video issue,False
look mike brown world instrumental,False
officer pull weapon create buffer zone thing like baltimore happen,False
wish joe go fear factor eat fresh steaming pile shit mouth hear worthless cunt speak,True
non lethal weapon control crowd lol love rogan discussion stupid fuck,True
cop fractured eye socket fist shot fire position inside cop car guy bring degree murder charge,False
guess misread joe see place swiftly eloquently sure realize,False
hey shout thai writing shirt lol thaipride,False
love rogan tear gas geneva convention lol s mustard gas burn rib inside vomit sorry,False
shibby dibby ignoramus ass bitch,True
shoot tear gas professional soldier member public country absolutely fine,True
bitch deport,True
easy cop lot friend cop joe kind guy think friend highly doubt know lot cop badge navy seal show aptitude physical prowess sjws bring lot people iq police officer noble critic know yes bad cop like new bad people walk life michael brown go sidewalk try force police officer world come cop tell walk walk run kid want rapper act like hard hard rob people punk tragedy michael brown lose life trivial yes black friend go stuff know fight cop alive make life respect authority live,False
title belong host,False
jimmy dore dickhead square,True
traffic bad,False
bear mace gas pedal,True
fuck dumbass attention whore cause problem,True
taze arrest,False
eat coal roll,True
garbage police kick job pay suppose let shit protester block thousand people emergency surprised video police like kiss them.what idiotic law enforcement,True
police charge,False
nice lorry driver need run fuck,True
mmh year moronic bullshit go shit ass country,True
run mdrfckr,True
run,True
protester look like kid wonder get license plate number pretty wild bunch kid damage infrastructure pathetically weak,False
2:22 piece shit business wear chp uniform,True
new episode snl feel sorry thy guy 3:53,False
know bad late work shoot kill,True
run,True
shoot run,True
good moderate understanding see woman scrub screw black life matter movement hope die,True
look dimwad police escort people hold idiot,True
great footage wish news caster shut minute police officer start talk let play interesting hear comment,False
drive slowly smart way,True
truly sad people stop roadway simply walk protestor inform second go use punch bag boy girl disband lie bitch need ass kick far chp citation write bitch cop,True
fuck peaceful gun gas human road block problem solve,True
racist make ofc not mean idea,False
run,True
black life matter black ass home nothin black ass,True
upset court ruling ur upset close freeway main cause airline ticket america freedom speech active right,False
alllivesmatter,False
store owner pay cigar fn innocent ass kid stole,True
job fuck loser way,True
haha 4:37 big old fucking censor,False
glad protestor affect people give public reason hate,True
stupid stand roadway run die improve gene pool,True
driver run keep go,True
black able white people rush hour traffic come home job bring lazy ass watch tv get high fuck people provide welfare yea white people sit jury rule po lice brutality shooting piss sure get story,True
cop not wtf.protester want break face loser nolifes,True
time want sniper bush start pick,True
fuck stupid ass generation d like apologize generation agree people right protest speak etc love god mess people petition sign write government get to fuck day,True
people road goddamn kid,False
ve bring ar-15 ve job not care go jail nog deserve,True
job,True
prove block road,False
driver pound,True
cop money arrest people easy money tazing macing hurt grab cuff huge safety violation right,False
useless people stand middle road scream useless shit,True
rich brat,True
not police job arrest idiot block public road ridiculous people arrest run stupid freeway,True
bring tear gas beanbag round rubber bullet,True
monkey screamin bout honkie intensifie,True
fuck time freeway,False
warning round gatling gun clear freeway instant,True
omg dumbass protester prevent cop job whining hate people protest like edit look ugly ass black girl big eye,True
get fire dept fire truck blast water jet,True
liberal nonsense,True
believe people believe lead kind revolution,False
love car snow plow drive straight protester,True
fucking commie know happen,True
need arrest protester soon start block traffic driver see start block road stop em,True
piss end let walk big deal crap pull get pepper spray,True
idiot,True
care protest run punk ass hope run tf,True
black life splatter,True
walk right past cop pepper spray boy wait free pass beat protester ass,True
law will prosecute run people block street sure know win people cause lol,True
accelerate fast able film plate time,True
need shoot racist fucktard,True
white racist comment section glad white exterminate year white peace earth,True
pay protest ask protest idea flow mean run fuck system not arrest drive arrest fuck system america ok voice right right block traffic,True
weak display law enforcement,True
let relax slowly grab gauge,False
run motherfucker,True
talk fucker road period run let sue,True
plow way,True
car start burnout face smoke,True
run,True
fuck the cop pussy,True
california stupid arrest charge driver need work feed family,True
hope fucker slam major fine fuck idiot,True
mustang need situation lol,True
run,True
pop couple shot air watch scatter like roach light turn,True
take team plow right,True
hypocritical movement claim support black block probably hundred black try job feed god damn family,False
ahhhhhhh love country,False
useless cop talk protester instead break head,True
dumb ass people run,True
parent kid fail job parent not raise cunt,True
bored stupid kid,True
german police pretty nice beat protestor,False
run,True
run black cunt,True
ram prick,True
time line car start make burnout smoke riot gas non lethal eficient double check actualy non lethal course xd,True
think deal situation driver work thing come get car get driver stoppe car come clean road self justice support irrationally rationally,True
fuck idiot outta way people get to work,True
bad run hmmmm dumbass live matter stay fuck street duh,True
run'em freaking freeway,True
pepper spray create dangerous situation motorist jail s peaceful protest infringe citizen right freely blockade call protestor create dangerous situation,False
arrest,False
wish type protester come arrest fine teach law,False
mad point gun,False
arrest block highway want protest,False
protest furgison cal fight wear start,False
people realize block road piss people people,False
situation run asshole *i,True
run stupid ass stupid stand middle freeway,True
sue time wast,False
californian deserve backup elect people allow happen consequence try live shoot runne,True
lot driver band collectively beat living shit little prick,True
run,True
crazy thing think office want random people,False
satisfy throw molotov middle group,True
run ignorant fuck world well,True
paintball gun take,True
tell break law block interstate traffic let hit vehicle tell leave driver vehicle noy charge injury incur bill retards stand street,True
gas grenade pepper spray knight stick apply,False
protest like wrong people,False
stand freeway instead block thousand car,False
patient ambulance injure bad hospital protestor liable die protestor charge man slaughter,True
legally allow run consequence,True
key county snowplow road open asap,True
kid beat shit,True
happen drive n cop shit mess let finish like need home work u long line car hold people bullshit,True
idiotz,True
stupid nigger,True
fuck protest block fuck traffic cunt piss day honestly cunt law intentionally block traffic driver reserve right run fuck quicken darwinism process,True
time work jk,False
dumb fuck screw fellow citizen instead protest police,True
press m button shoot tsar bombar outta car,True
want mlk issue problem anymore require mlk,False
hilarious see moron hit car,True
run,True
protest,False
understand point black life matter block traffic like like wth go to people need place hospital family work etc plane stupid,True
obstruct interstate commerce federal felony offence cop useless blm democrats modern version racist terroristic kkk create protester rioter driver row car wimp imagine die ambulance stop traffic jam mile long,True
truck foghorn,False
people hurt cause help day rational blacklivesmatter anymore,False
supra need let happen,False
sign say black life matter block black white people wtf,True
deal force,False
drive,True
stupid american,True
keep go hit hit slowly push way ppl need grow fuck,True
law protester block street leagaly allow run,True
pepper spray cunt run,True
bunch pussy well cry problem escalate stupid shit like,True
inform exactly go fuck try find reliable resource understand believe thing like happen,False
people ferguson loot oly thing goverment care economy fuck n effort stop crooked cop,True
good quality,False
wow,False
welcome new world order,True
hell care people peacefully protest police feels threaten go to act blow fucker face tg follow riot,True
want toss gernade lol course range fucking shit,True
ah memory btw bring firework,False
stuff like reason people associate violence danger black people,True
awesome,False
love lady need strong woman like peggy hubbard,False
peggy m native american love honey,False
huge wisdom ear listen,False
mrs hubbard jamyla bolden die needlessly,False
amen amen sister strong black woman get,False
stand woman speak truth applaud gut young lady,False
peggy bless courage heart thank honesty passion matter whatawoman,False
lady guest speaker al sharpton rally seriously,False
love woman voice matter fuck black live matter,True
s real parent real mother real talk right learn mom voice truth sea bullshit,False
finally black person unbiased opinion incredibly high percentage black life lose extremely small fraction police black people need responsibility violence,True
thank truth speak innocent,False
sad disgrace black people,True
mother tell thing god bless woman,False
gal call spot way ms.peggy way,False
c blk life matter bullshit witch bullshit black people kill period newark nj bullshitb,True
love saem thing peggy stupid ya kill ya self quick stlpd wakeup,False
niggas love victim situation separate black people need,True
oh politician style oratory peggy hubbard short video ring message loud clear listen ok england thankfully gun culture see american scene time know peggy drop hang wring crap tell word write post white house mavbe listen act,False
share woman awesome,False
real black leadership real revolutionary radicalism,False
respect,False
thank voice sanity black community peggy,False
wow! people like thing rightly say pc police offend tag racist truth speak give credence society know speak truth magnifie like elevate people like school board city council mayor state national office,False
navy vet mad respect,False
+ ~ day day ~ + thisisacommentary truth,False
bitch talk people like dylan roof james holmes jar loughner jerad miller tim mcveigh jared loughner jim david adkisson paul hill scott roeder frazi glen miller jr elliot rodger buford o furrow john r houser etc right,True
thank real hear little girl think thing rage medium want promote racial tension black community want talk elephant room like medium music scene promote thug life,False
peggy hero,False
awesome woman,False
think alot black people tired gun violence gang ignorance community want stop yes bad people race s get statement talk thing black commuity people quick bad people race put black want people well care selfs repectful way,False
tip hat class lady speak,False
black people like,False
right black shitter white man,True
obama say exactly lady say instead defend thug clean language,True
proud woman mother stand principle morality plain common sense afraid tide culture wrong path kudo peggy mother kid hattiesburg ms kill police officer stand take responsibility wonderful role model late heroine,False
basically talk black life matter guess loot rioting place asshole rob drug community hit point cnn believe police brutality want reform know s racism know go fucking look black right till black people stand self destruction,False
spread video awesome,False
thank peggy,False
female uncle ruckus,False
damn good,False
m white person think treat fairly blm create bunch bull threaten life make hard cop bad guy maybe draw weapon fast kill spirit hero kill spirit put comply rush burn house type thing bad cop neighborhood gang neighborhood have heat take embolden spirit life matter form racism blm cause feeling black life matter peggy give hope hope intelligence black community maybe live white guy willing join kkk peggy blm,True
agree sista,False
black person thank speak truth black cause trouble dress like idiot bring trouble kill eachother cause crime complain police good glad parent grow properly stay away garbage,True
thank mrs hubbard happy say needs say black allow neighborhood destroy black mother stand count black father ass home help raise child peggy chief fair wind follow sea shipmate slap hear round world need happen lot sister,False
girl listen twice retweete twice gateway pundent youtube god bless ms hubbard god speed vid,False
great video thank peggy,False
brave woman bring tear eye,False
peggy hubbard president,False
respectable woman,False
logic intelligence mixed race intelligent white dna,True
amen tell like sister amen,False
need people like peggy hubbard support mother year common sense,False
think fall love,False
fuck stupid attack police officer expect away response police,True
hear woman love say message valuable thank post,False
hit nail head black life matter guess kill stupid shit like gang loyalty sell drug instead get education able getto hat parent raise chlidren value pride cause one difference drug deal gang banger difference go makeis holiday dinner,False
dear peggy mother run president,False
plenty white people care exact view woman deem racist stop care,False
look deep happen black people black people situation black people hope learn history,False
love woman wish like certainly help cause page,False
cruel mom,False
speak want,False
woman nobel peace prize instead antichrist obama,False
bravo,False
correction black ppl violent ppl planet say true come black black crime shit single race shit happen race globe,True
sure michael brown know killer young girl consider homeboy,False
love peggy,False
yeah say save tax dollar buy part harley ar lolol,False
peggy know fine black woman man like sick tired violence blame thank speak,False
awesome job peggy thank tell truth westandwithpeggyhubbard,False
community march peace hand hand girl kill sit home homework deserve society let maybe al sharpton lead,False
truth deliver courage conviction political correctness reach heart mind honest productive hard work people lady say like,False
right dynamite,False
black speak truth conform norm consider uncle tom sell out,False
day conservative support confederate flag deny racism criticize black people deem hero white people lmao white woman black face screen,True
real strong black woman afraid speak truth,False
peggy love video use stand black life matter excuse away crime know lot good black like voice hear voice silence nationwide uproar black life matter afraid victim,False
okay blacklivesmovent thug stop carp u wanna stand murder child die gettin shoot cheast becasue u wanna act like plant ape movie excuse black kill black u wanna come cop white ppl name rastist name u not try lisene lawa obey law stop shoot inncent ppl benfit u guy kill ppl need jail,True
freakin girl,False
amen peggy hubbard color make difference person inside innocent year old little girl attention people want cause chaos black white go exactly obama want look country mess admire courage tell like peggy hubbard,True
race human race,False
omg put tell truth hard true,False
integration black people school business bank integration lose thing,True
leave,False
wake black people,False
old white conservative say peggy vice president imagine trump hubbard ticket woweee wow,False
pretty woman dang,False
leave video truth hurt thank post video,False
ask fellow white liberal press network blog post will cringe black conservatism,True
say need new part harley lol,False
thank finally powerful voice truth black community black killing perpetrate black black murder non black direct innocent black citizen drug gang relate donald trump star parker hope aware peggy hubbard comment address issue honestly need seat table ms hubbard trump campaign administration race monger like obama eric holder pelosi reid jessie jackson al sharpton naacp congressional black caucus congressional democrat ethnicity level government mainstream medium conspire year turn viable black community government dependent ghetto knowingly advance false narrative systemic white conservative racism great accomplishment destruction black nuclear family percent black child bear single mother married limit number child obama progressive gladly extort taxpayer money care illegitimate child exchange guarantee vote power master plan policy insure generation newly create disaffected dysfunctional adult necessarily democratic voter race hustler mention react way black black killing neighborhood power wipe gang minimize drug use community real hope change happen need black community dependent feel hopeless order maintain power control live good life back people deceive think care think purveyor lie damn lie race issue past year real job like rest,False
peggy tip hat,False
love thug deserve slug,True
body cam air police run day day cop screw,False
powerful blunt force trauma powerful hope word change thinking concern black life misplaced thank share,False
peggy hubbard president,False
agree say trust police will arrest crooked pedophile protect treasonous politican thing military people,True
blacklivesmatter build deceit lie,True
not like generalization rant main point right chris rock say well black people niggaz nigga morn killer get gun street black person mourn loss innocent human life little girl get murder base comment black nigga ratio drop,True
"tell taboo talk news medium will touch foot pole *""""black white crime black sexually assault white woman few black woman sexually assault white man yes boj stat available online anymore state statistic inflammatory certain ethnic group tip iceberg",False
peggy watch life leadership revolution video people smart good mentor think research training great leader great work,False
good honest black people know,False
bam say,False
