,IsToxic,processed_text
343,False,mr stefan molyneux mr wilson drive multifple story deserve fair trial wilson law enforcer firm happen good wilson speak d truly respect officer d talk public s hide
344,False,people say cop justify here new video witness say mr brown hand
345,False,big problem case not shooting michael brown militarized police response primarily peaceful protester police suppression medium coverage
346,True,yea fuck store clerk dare try job
347,False,info mike brownwhy bring fact darrin wilson test positive illegalmood alteringnon prescription steroid post shoot toxicology test wonder info give grand jury doubtful
348,False,great vid
349,False,real question need ask mike brown rush cop draw weapon shoot way answer true color think black male disregard life kill cop escalate punishment probation petty theft death penalty kill cop utterly absurd truly believe go start college week sorry racist
350,True,useless negro barely pass innercity high school m glad shoot dead street like dog
351,False,move think
352,True,police concentrate investigation people call misbehave hope investigation get cancel behave let police work say guy commit suicide cop attack police place clear not disrespect police way
353,False,lmfao
354,False,man stefan
355,False,agree people arm need find information rioting think get high drug rob store carelessly walk middle street scream cop attack reach gun unarmed mention size people gullible find funny race racist black racist white single time racist black person throw hand get piss white people racist person not want sit believe white people racist people happen past make sick think grow generation
356,False,true police originally say robbery stop claim notice cigar
357,False,thank sober analysis stefan bias deception left mainstream medium insane
358,False,stefan molyneux explain inquiry handling subsequent unrest circular language game pretty simple straightforward question avoid unnecessarily hostile manner justification heavyhande militaristic response loot official handle situation decide initially block access area medium family member live area attest unprofessionalism hostility law enforcement handle early m incorrect info direct fact understand go straight attack respect logicwhen willing share thank advance hopefully will not continue insult reason choose
359,False,race news article get national medium attention week
360,True,not look like gentle giant video rob steal look like disgusting thieving thug
361,True,omg stefan rap hysterical good news guess know whatshisname douche deserve die premptive strike officer darren wilson huzzah trash take street probably cure disease treat symptom disease ignorance selfentitlement community low class get poverty not easy starting point not easy feasible right drive
362,False,god look raw footage shock ferguson riot watch guy god hd
363,True,stefan molyneux hate black actually surprised bloody british people conquer absolutely freedom gain decade hate not pale wonder mother black woman
364,True,educate dumb assss rap rap real people like dispise
365,True,seriously youtube fuck find comment android phone want reply course not scroll copy paste post comment android device fuck technology not able handle mountainous task hop computer try look goddamne comment course comment system youtube fuck search comment completely impossible hour later not find fucking thing search string read click single stupid fucking comment expand search piece comment want find phrase remember s have click fucking view xxx comment expand miracle christ alfuckingmighty actually find piece shit comment moron not matter reply s thickskulled inbreed troglodytic fucknut d automatically scroll page comment right click reply not copy paste quote etc have scroll hour god forfuckingbid reply box right underneath actual comment reply
366,True,stefan excellentyou obviously well understanding event surround unfortunate event presidenti unfortunate officer wilson life destroy job fear police hesitate find rapidly grow situation thank indepth honest dissertation tom kelver seek help school drug
367,True,gentle giant rob store later assault armed police officer school boy look hope thug life come high price
368,True,bullshit stef police officer pepper spray stun gun number nonlethal method immediate disposal real question version event hold true gun option officer go
369,True,well society great good michael brown go rail get usher college life athletic scholarship brown killer like ohsimpson olj find civilly liable yknow
370,False,video interesting stefan take clothe sexy case hard understand cop good record year service shoot teenager hand witness friend lie start protest snowball effect ensue watch video store show brown aggressive hard believe evidence huge error judgement fight police officer
371,False,awnser question aim leg
372,False,people talk stupid subject not care blue purple cousin kill drunk african driver leave die local news riot outside m sorry michaels family truly loose people violent people post think people
373,False,dude commit felony include assault police officer shoot kill race riot distract fact cop job case closed justice serve street day
374,False,difference color skin people
375,False,gentle gentl giant
376,False,youtube research not come information white construction worker witness mike brown shoot hand
377,True,stefan victim police discrimination game white supremacy deny involvement play victim black complainit fail watch comment
378,False,ya young white man kill nonwhite black cop media outcry medium search
379,True,fact prove thug
380,True,michael brown asian dindu nuffin wong
381,False,luv dem gangzta lyrek
382,False,good balanced unbiased videothis story sad smh
383,True,hey week kansas city mo black man snuck retirement housing break house beat year old couple death go outside attempt hot wire antique car neighbor come townhouse mr howell afro american take gauge shot gun execute blow head armne know felon get previous murder charge find young girl bodynow ok ol d white peoplecaucasianswhere al sharpeton jesse jackson
384,False,thank stefan
385,False,tell people facebook hold judgment till fact like wait see fact want believe mr brown gentle giant lot evidence
386,False,round riot w police officer clear wrong
387,False,long allegedly michael brown video confirm family
388,True,know truth today hear hand not shoot bullshit lie beyonce moniker reason lie shoot cop outright assassinate
389,False,love rap section
390,False,know white people die cop black black arrest double rate white arrest end shooting people kill police black courtesy fbi statistic maybe worry black commit crime number general population oh year ago crime rate employment rate black well
391,False,turn autotune rap song stefan molyneux
392,True,guy monster get deserve color not matter attack guy gun go to shothe stupid illegal act try hurt get blast cop raise
393,False,molyneux tte de noeud
394,False,moly looooooooooooooooooooooove cop witness clueless riot decade police violence repression areaalso ignorant effect marijuana
395,False,people dislike video problem man say wrong change happen change good thing numbered
396,False,state cop cop shooting state problem right anarchocapitalist like steffan agree nonsense
397,True,racist piece shit reach justify murder extremely shameful slant fact order justify racist biased view
398,False,dear mr stephen molyneux minute bit long right respond fact btw vote thumb number blink try thumb thing happen fair thank homework hard work obviously spend lot time present case nice obviously care country good
399,False,followup video u new information thx time great work
400,False,people country go learn not police enemy mediathey one light call fire stir pot
401,False,mr molyneux excellent video
402,True,stop advertising swisher sweet lol ur racist point blank
403,True,man intelligence average black man not comprehend like dog try figure man make house
404,False,love trayvon martin video love wish deliver cable news maybe people truth
405,False,robbery video leave question answer clerk counter enter store money watch carefully hand enter plus pull pocket money counter surveillance audio ability conversation clerk window m say video post long depth clerk exchange window not know say not know money sufficient item etc
406,False,hope video entitle truth ferguson police department ferguson riot thank usual quality research issue match gasoline riot control peaceful protestor homeowner refuse inside member press clear symptom normal small town police sanford police similar protest incude looting resist escalation
407,False,here fine ferguson officer man get cream crop town lol
408,False,fate neglect child interesting know family background mind child emulate social behaviour
409,False,good commentary perceptive fair
410,False,right wrong michael brown case left wing policy stop conflate issue
411,False,rob store big man play fire burn police job
412,True,link poor little tryvon martin little mr brown yeah thug tired beat white person ground get shoot effordsend story
413,False,fascinating hear actual fact especially compare twisted nonsense come main media outlet
414,True,michale brown get ask black protestor racist white s happen
415,True,white guy concerned plight black community doubt spend time hang black guy community world react react world time secondly think hope drug charge feel gunshot flee shooter kind fantasy live think black shit survival mechanism world police officer right thing give comfort life want believe cop story story cop get start cop harassment type antic cop kid give year old fat fuck think whip everybodys ass sass hit kid door dumb ass kid instead pass get officer fire pay dollar injury push door officer grab neck scuffle incur kid fire punch grill black guy hit pretty hard boxing cop see red open fire kid run foot far ass body remind fat ass sprinter maybe shot start set want negotiate cop execute lawful maybe story make sense
416,False,think chief problem molyneux great ideal solid worthwhile goal hope share society not embrace ethical greyness human being frustrate approach morality not believe worth listen political strategist require recognize conditionalnature human psychology construct systemic guide help incentivize positive culture good philosophy crappy political theory
417,False,sad look like nice young man
418,True,believe photo gentle giant accomplice give gang sign brown raise hand surrender maybe realize d blow trouble officer wilson adrenaline run high react officer not hesitate d lose life lord know s thing thug go college look angelic professional athlete getting arrest crap feed m disgusted
419,False,not tell racist cop dumb guy mess cop hate michael brown like holy man right kill confusing
420,False,thank stefan molyneux share logical rational evaluation occurrence incident
421,False,apparently stefan read s matter kansas
422,False,jerk bs story skittle arizona ice tea component lean actual promethazine pharmaceutical drug easy street level guy quake antebellum period dreamer negro live beneath need realize well statistic white fair white committ violent crime pls come white savior bs
423,False,thank stefan
424,True,da fuck gay ass bald white frenchy nigga go to set hisself dang judge criminal conspiracy micheal brown mothafuckin hand air son u smart u know nigga hand mothafuckin air s sign showin innocent tha crime sorry cussin shit internationally recognize indication innocence perpetrator you niggas medium plain old fashioned example murder degree mr officer darren wilson takin life nigga college student niggas kent state protestin asse shoot historic event michael brown shoot dead street takin ferguson protest you medium mothafuckas try explain away
425,False,not interview constitution worker catch tape say u shot hand
426,False,go pay store owner cigar big gigantic mike stole
427,False,ireland v england riots hq
428,False,thank right onblack people go vote democrat yearthat race baiting aboutdemocrat rally basesmh
429,False,wow common sense refreshing great job stefan molyneux
430,False,focus roll blunt mj cause happen like non criminal type criminal type smoke pot pot absolutely fact walk drive important bring pot relative intel yes criminal tendency smoke pot criminal tend smoke cigarette drink
431,False,good opinion definitely deadly force charge assault prior carry gun cause world get crazy thank m share know
432,False,wonder twist slaverythe truth year slavery side bet fox news pay record
433,False,wtf
434,False,comment topic videobut set stefan rap actual beat epic
435,True,far base not propaganda bs
436,True,look like m brown suicide cop thing
437,False,urban youth not handle truth present video
438,False,reason police need wear av recording device time people help ensure truth maintain time imagine officer pov camera situation
439,False,police officer wear camera lapel issue open shut case
440,False,stefan molyneux rounded view simply want use old tired ploy discredit michael brown sane person believe officer wilson perfect angelic white man person exist privy questionable characteristic cop rest assure human nature spite brown smoking weed steal blunt rap bitch gun etc justify unarmed shoot time desensitized culture hip hop white people monetarily benefit
441,False,say minute easily rap duty white kid play btw pretty sure eminem sum white lyric racism
442,False,dude tell dude listen violent music like gangsta rap deathmetal not mean like fight kill lol
443,False,denny brain fire extinguisher
444,False,not believe recite music listen cop excessive force cop judge jury executioner society screw issue cop train escalation force use non lethal mean apprehend civilian suspect
445,False,let news
446,False,act like gentleman ll treat like gentleman act like gentleman
447,False,s good datum wish present speculation marijuana blunt emphasis rap lyric youtube video know friend not hurt guilty see video see cigar shove guy way s reason try bring culturally normative thing admittedly ridiculous indicate actual violence include rap lyric complete bull ve amazing job collect wide range fact put generally great presentation thank greatly appreciate fear good material dismiss emphasis item admit not mean
448,False,people cell phone crowd record encounter claim see medium independent researcher witness video footage encounter brown officer shoot
449,False,not wait jesus come care b s m get sick tired racist white people racist black people damn black man love white people black people away hate heart try love hate go to hell need come god child kkk black power
450,False,man officer get lucky video life ruin juror not convict black way
451,False,till start advocate parent family black community totally lose
452,False,sad story kill reason racial war increase devil see officer victim guy cause action let pray soul
453,False,music reference sex drug steal murder etc ya pretty rap music like
454,False,good job determine occur brown kill occur simple matter racism police abuse mention question pull curtain wizard illusion life energy sacred turn tv peace love appreciation
455,False,dear mr stefan molyneux not add video michael brown ferguson pd horrible history lying corruption smart think statement massive authoritarian corruption negative impact community serve people eventually feed choice disregard law andor fight cop merit charge mr brown happen
456,True,pathetic pseudo philosophy vile little man
457,False,chief black lie
458,False,mr brown oh dead
459,True,exactly right stefan crime bad decision create poverty poor unattractive area criminal not steal necessity respect homie pathetic
460,True,brown piece shit world well
461,False,stefan ummm fact ya philosophize em
462,True,black tired kill not weapon shut ass white devil white people evil
463,False,present not believe mike brown innocent believe act arrogantly disrespectfully officer lead hate fact officer compare george zimmerman zimmerman jerk ve mind business try wannabe cop officer right duty confront situation way zimmerman easily walk away stay phone dispatcher
464,True,make damn angry worthless thug get shoot protest animal loot tear shit neighborhood think black community fuck fuck
465,False,kajieme powell shoot video disturb reason link video mentone
466,False,man stef spit fire hot dylan jealous
467,True,criminal get shoot great
468,False,magic hamster drink lot lean hear skittle lean jolly rancher ideal candy use magic hamster doubt skittle lean want point houston lean quoteunquote create magic hamster prefer use jolly rancher lean
469,False,watch video clear stefan buy argument favor white police officer dead black kid watch video post patter bias exist sure repeat patter argument tryvon martin soyou convince like minded different alex jones white conservative pretend system affect white people minority black fair game stefan preach sided view gain white admirer share view
470,True,black cop kill white kidblack kid kill white cop riot protest engage national news race not mention circumstance think ask question answer honestly real racist country
471,True,video push clerk lose sympathy definitely tell guy likely dickbut hell need new tv riot loot honor
472,True,easy point negative black man point good point white man shit corny wanna take seriously tell fact good bad party know couple lyric picture show middle finger doest justify shoot medium say control look internet store owner micheal brown alledgedly steal cigar say not micheal brown video bogus think happen cop vs black man recent year sen black man start beat policeman run away policeman start fire micheal stop rush police gun draw fire shot pure bullshit
473,False,let look fact move away shot fire witness arm shot fire witness drop knee shot fire witness audio recording shot group video record spontaneous utterance hand etc fight officer officer fight weapon car officer weapon discharge car officer damage officer eye medical report release officer statement release police log incident radio report release forget review wound show shoot twice witness support unofficial officerss version incident
474,True,dude lie azz racist cracka
475,False,not help laugh start recite rap lyric good
476,True,holy shit think trayvon martin supporter imbecile michael brown clown dope
477,True,guess suck construction worker prove entire video wrong
478,True,right finally sane opinion event black bastard soooooooooo ignorant run yelling loot carry like la riot old shit
479,True,video biased shit
480,True,okay literal fuck skittle tea lean
481,False,people translate conversation funniest sad shit everfunny get wrong sad people reach direction find hole cop
482,True,autopsy show number wound right arm make scenario shoot hand raise lot likely try claim let innocent unarmed gentle giant mind business gun cold blood jaywalk sadistic jackboote racist thug police officer shoot innocent youth hand raise try surrender forget bs story try defend claim totally refute fact regardless not matter decide cop guilty
483,False,stop cost come black community create responsibility worry
484,False,shoot run lol
485,False,spin way want thug police officer know way previous offense remember weapon police train shoot time fact truly know fact sign petition police officer wear camera chest debate threaten
486,False,odd stefan say wait fact judge cop rush judgement alleged scenario favor cop truth not know truth mix side
487,False,advertising ignorance create crime opinion
488,True,think gentle giant kill song rap talk bad
489,False,see looting protest high exhibit poor decision make impress go college college pretty extended childhood people
490,False,tazer
491,False,obviously not matter smoke marijuana familys autopsy say shoot unbiased witness clearly state time mb come officer mention hand witness michael brown shooting repeat time dude keep come police
492,False,guy little biased s sure maybe bring fact taser avoid forensic tell truly happen highly doubt mike brown need shoot time call say cop hero handle kid especially act aggressively cop completely right racist stefan come crazy cop hold high standard cop mistake call backup second try door right kid lol not remember training u space handle situation well uncle cop tell taser mike charge pursue block away wait
493,False,public school terrible problem kid attend public school bring sort issue classroom not build strawman characterization left community need public financial support conservative economic policy devastate local economy welfare simply symptom cause
494,False,take minute deduce reasoned people minute hear story break thank
495,False,michael brown home angel street devil altar boy death
496,False,understand commit robbery offense deserve die jail end life trayvon martin go buy skittle not deserve death totally biased white label troubled teenager peer pressured commit crime
497,False,picture cop injury not ambulance injure officer
498,False,omg start rap lose lmao
499,False,good stefan
500,False,obviously whoever word happen take unpopular stance try hard justify stance contrary norm ve love video long watch word law enforcement day distrust government day insincere stefan molyneux mw
501,False,obviously rap not crime face indicative poor character aesop rock rap not rap murder people beat shit people fun rap stuff stuff speak volume character want perceive world absolutely relevant
502,False,people know ground say people ferguson say blackwhite thing cop step boundary say protest daylight peaceful tailgate like cop come militarylike overreactive fwiw
503,False,spread word year unarmed white guy shoot black cop
504,False,good breakdown see need slow think act thing
505,True,watch video stef mention ll know truth fucking evidence need start s happen thing start car kid run cop run kid turn charge cop cop freak fuck start shoot kid come come cop eventually get hit head end
506,True,white weak
507,False,stephan thank video take available information account provide reasonable rational breakdown video truth police brutality militarization police united states thank steve
508,False,omgyou story give half
509,True,white race racist race
510,False,not think somebody deserve die steal cigar fine s criminal legal process humane kill americans treat felon criminal like dog moment commit minor crime like steal cigarette smoking weed long human not right rap bad quality tone not think matter lot people produce rap music consider big rapper talk smoking weed bitch kill people surprise brown probably inspire crime brown steal cigar s tell white person go convenience store steal alcohol get shoot hour later police justify police shoot
511,False,charge armed cop dangerous weapon
512,False,come officer thing charge officer person foot away eyewitness say
513,False,stef stateless society discussion existence cop useless know cop protect state corporation decision existence people second waw
514,True,molyneux spread complete information complete garbage
515,False,time sequence event wrong report robbery officer darren wilson dispatch crime scene police chief say publicly
516,False,thank
517,True,white supremacy good
518,False,amazing info police officer give award not find plus witness support oppose view state friend officer wilson wife say repeatedly fact hit piece michael brown long tell truth day not statement officer quick release dirt micheal brown smell wait video catch incident not plus day write report fill lie truth not change not need preparation simply tell
519,True,michael brown go college live county jail await trial robbery assault police officer maybe attempt murder
520,True,construction worker work area see incident state brown hand raise surrender find interesting witness account limit solely account support minority viewpoint additionally innocent prove guilty mindset oj simpson charge nicole murder explain shot browns conveniently omit information witness state brown surrender mention see single picture injury sustain police officer brown allegedly beat actually believe picture exist medium say officer action motivate racism say officer probably psychopathic tendency type hire police street usa great presentation highly hypocritical
521,False,anarchist defend cop shoot unarmed civilian m highly disappointed beginning video refer square not know blunt bad stefan incredibly touch evidence complete ignorance blackhip hop culture slang start smoking blunt listen hip hop likely gain enlightened understanding life like low class america
522,False,floor shave quality cigar cmon sensationalism comment video perfect think
523,False,thank stefan humorous tragic enlightening california
524,True,comment fuck ridiculous see video year know hand not shoot bullshit tragedy let exploit man death good come shape form
525,True,black thug s plan tf
526,False,say nigga way time
527,True,trevon martin bring watermelon skittle lean lol yo white ppl aaannnyythe blk ppl look certain way trutheven trevon say limit nigga fuck whatkid dumb thing time say batman lol sicken kind excusewhy not u talk second video tbat come year mike brown situation cop say not think important show mike trade store owner robbery lol u talk corruption police medium withholding information
528,True,people justify murder evil
529,True,injustice white kid excuse
530,True,man guy bunch waffle nonsense come mouth answer question
531,False,merica
532,False,ana kasparian beautiful woman world
533,True,ana fuxke hot
534,False,johnathan gentry november winner loser case heart prayer michael browns family darren wilson family current leader seek racial issue try divide country worker satan
535,True,care cop somebody tell dumb ass girl unarmed white people year kill black week ago black cop shoot unarmed white man salt lake city crime commit black understand crime poverty related ad white woman rape black fbi report fuck rape poor answer rape hang neck dead
536,False,hey rogan tell good cop bad one jail
537,True,agree joe cop extremely difficult job qualified handle yes lot good cop intelligent unplug matrix joe claim completely unaware ignore reality countrys corrupt prison industrial complex tie fail judicial system racial agenda police brutality
538,True,tear gas geneva convention hahahahahahahah
539,False,aim gun people say not like extremely american s america broken system
540,True,tear gas ban geneva convention stupid cunt assault man early day assault police officer s violent felony add big thug tell say unarmed not shoot fucker try cop gun tell outraged thug kill cop double standard say different stupid asthese
541,False,anybody get cigar
542,False,easy second guess cop lot training end day human navy seal think human mistake robot cop continue mistake medium play big issue white co kill black man black cop kill black man news probably need long stop make race issue good citizen have issue cop young man saint gentle giant say rob store probably thing happen cop explain god people involve know exactly happen
543,False,thumb up video clarify joe rogans commentary ignorance ana spew not mean ignorant necessarily disparage mean not understand situation
544,True,need able people gun citizen completely disarm north hollywood bank heist short city people not strip ammendment right
545,False,great interview
546,True,anna dumb ass n joe rogan clue sayinganna porn n leave job intelligent
547,False,lord omighty ana incredibly hot body perfect
548,True,vile cunt
549,True,joe rogan idiot
550,False,think mezzican
551,False,m work poor white fear kid profile like life search time stop record love fucking hope well kid
552,True,start give fuck joe rogan not people eat bug shit s social commentator come fuck
553,False,finland population million police force police use weapon time year use weapon include point weapon shot fire year police warn shotsthere approximately shot fire people year police finland shot shoot extremity death rare case man come police officer machete shoot leg grip machete wave ground officer fire penetrate leg man later die hospital second police officer find guilty manslaughter use excessive force country gun civilian hand world position death cause firearm unlike america police enjoy high public trust place trustworthy profession fireman doctor maybe gain american cop take pointer country police procedure instead play cowboy edit finnish police wear blue overall resistant knife cut duty cutresistant glove give way deal threat copy text write tyt video issue
554,False,look mike brown world instrumental
555,False,officer pull weapon create buffer zone thing like baltimore happen
556,True,wish joe go fear factor eat fresh steaming pile shit mouth not hear worthless cunt speak
557,True,non lethal weapon control crowd lol love rogan discussion stupid fuck
558,False,cop fractured eye socket fist shot fire position inside cop car guy bring second degree murder charge
559,False,guess misread joe see place swiftly eloquently m sure realize
560,False,hey shout thai writing shirt lol thaipride
561,False,love rogan tear gas geneva convention lol s mustard gas burn rib inside vomit sorry
562,True,shibby dibby ignoramus ass bitch
563,True,not shoot tear gas professional soldier member public country absolutely fine
564,True,bitch deport
565,False,easy cop lot friend cop joe kind guy think friend highly doubt know lot cop not badge navy seal show aptitude physical prowess sjws bring lot people iq police officer noble critic know yes bad cop like new bad people walk life michael brown go sidewalk try force police officer world come cop tell walk walk run kid want rapper act like hard hard rob people punk tragedy michael brown lose life trivial yes black friend go stuff know not fight cop alive make life respect authority live
566,False,title not belong host
567,True,jimmy dore dickhead square
568,False,traffic not bad
569,True,bear mace gas pedal
570,True,fuck dumbass attention whore cause problem
571,False,taze arrest
572,True,eat coal roll
573,True,garbage policekick jobswhat pay suppose dothey let shit protester block thousand people emergencyi not surprisedwhen videothat police like kiss themwhat idiotic law enforcement
574,False,police charge
575,True,nice lorry driver need run fuck
576,True,mmh year moronic bullshit go shit ass country
577,True,run mdrfckr
578,True,run
579,False,protester look like kid wonder get license plate number pretty wild bunch kid damage infrastructure pathetically weak
580,True,piece shit business wear chp uniform
581,False,new episode snl feel sorry thy guy
582,True,know bad late work shoot kill
583,True,run
584,True,shoot run
585,True,ve good moderate understanding see woman scrubsscrew black life matter movement hope die
586,True,look dimwad policeescorte people hold upidiot
587,False,great footage wish news caster shut minute police officer start talk let play outthat interesting hear comment
588,True,drive slowly smart ll way
589,True,truly sad people stop roadway simply walk protestor inform second go use punch bag boy girl disband lay bitch need ass kick far chp citation write bitch cop
590,True,fuck peaceful gun gas human road block problem solve
591,False,racist make ofc not mean idea
592,True,run
593,True,black life matter black ass home nothin black ass
594,False,m upset court ruling ur upset close freeway main cause airline ticket america freedom speech active right
595,False,alllivesmatter
596,True,store owner pay cigar fn innocent ass kid stole
597,True,job fuck loser way
598,False,haha big old fucking censor
599,True,glad protestor affect people give public reason hate
600,True,stupid stand roadway run die improve gene pool
601,True,driver run keep go
602,True,black able white people rush hour traffic come home job bring lazy ass watch tv get high fuck people provide welfare yea white people sit jury rule police brutality shooting piss m sure get story
603,True,cop not wtfprotester want break face loser nolifes
604,True,time d want sniper bush start pick
605,True,fuck stupid ass generation d like apologize generation agree people right protest speak etc love god not mess people not petition sign write government get to fuck everyone day
606,False,people road goddamn kid
607,True,ve bring ve job not care go jail nog deserve
608,True,job
609,False,prove block road
610,True,driver ve pound
611,False,cop money arrest people easy money taze mace hurt grab cuff huge safety violation right
612,True,useless people stand middle road scream useless shit
613,True,rich brat
614,True,not police job arrest idiot block public road ridiculous people arrest run stupid freeway
615,True,bring tear gas beanbag round rubber bullet
616,True,monkey screamin bout honkie intensifie
617,False,fuck time freeway
618,True,warning round gatling gun clear freeway instant
619,True,omg dumbass protester prevent cop job whining hate people protest like edit look ugly ass black girl big eye
620,True,get fire dept fire truck blast water jet d
621,True,liberal nonsense
622,False,not believe people believe lead kind revolution
623,True,love car snow plow drive straight protester
624,True,fucking commie not know happen
625,True,need arrest protester soon start block traffic driver see start block road not stop em
626,True,piss end let walk big deal crap pull get pepper spray
627,True,idiot
628,True,not care protest run punk asss hope run tf
629,True,black life splatter
630,True,d walk right past cop pepper spray boy not wait free pass beat protester ass
631,True,law will not prosecute run people block street sure know win people cause lol
632,True,accelerate fast able film plate time
633,True,need shoot racist fucktard
634,True,white racist comment section m glad white exterminate year white peace earth
635,True,pay protest ask protest idea flow mean run fuck system not arrest drive arrest s fuck system america ok voice right right block traffic
636,True,weak display law enforcement
637,False,let relax slowly grab gauge
638,True,run motherfucker
639,True,talk fucker road period run let sue
640,True,plow way
641,True,car start burnout face smoke
642,True,run
643,True,fuck the cop pussy
644,True,california stupid arrest charge driver need work feed family
645,True,hope fucker slam major fine fuck idiot
646,True,mustang need situation lol
647,True,run
648,True,d pop couple shot air watch scatter like roach light turn
649,True,take team plow right
650,False,hypocritical movement claim support black block probably hundred black try job feed god damn family
651,False,ahhhhhhhi love country
652,True,useless cop talk protester instead break head
653,True,dumb ass people run
654,True,parent kid fail job parent not raise cunt
655,True,bored stupid kid
656,False,german police pretty nice beat protestor
657,True,run
658,True,run black cunt
659,True,ram prick
660,True,time line car start make burnout smoke riot gas non lethal eficient double check actualy non lethal course xd
661,True,think deal situation driver work thing come get car get driver stoppe car come clean road s self justice support irrationally rationally
662,True,fuck idiot outta waysome people get to work
663,True,bad run hmmmm dumbass live matter stay fuck street duh
664,True,runem freaking freeway
665,False,pepper spray create dangerous situation motorist jail not s peaceful protest infringe citizen right freely blockade call protestor create dangerous situation
666,False,arrest
667,False,wish type protester come arrest fine teach law
668,False,mad not point gun
669,False,arrest block highway want protest
670,False,protest furgison cal fight wear start
671,False,people realize block road piss people people
672,True,situation run asshole overi
673,True,run stupid ass stupid stand middle freeway
674,False,sue time wast
675,True,californian deserve backup elect people allow happen consequence try live shoot runne
676,True,s lot driver band collectively beat living shit little prick
677,True,run
678,False,crazy thing think office want random people
679,True,ve satisfy throw molotov middle group
680,True,run ignorant fuck world well
681,True,paintball gun take
682,True,tell break law block interstate traffic let hit vehicle tell leave driver vehicle noy charge injury incur bill retards stand street
683,False,gas grenade pepper spray knight stick apply
684,False,not not protest like wrong people
685,False,not stand freeway instead block thousand car
686,True,patient ambulance injure bad not hospital protestor liable die protestor charge man slaughter
687,True,legally allow run consequence
688,True,key county snowplow ill road open asap
689,True,kid beat shit
690,True,happen drive n cop shit mess let finish like need home work u long line car hold people bullshit
691,True,idiotz
692,True,stupid nigger
693,True,not fuck protest not block fuck traffic cunt piss else day honestly cunt law intentionally block traffic driver reserve right run fuck quicken darwinism process
694,False,time work jk
695,True,dumb fuck screw fellow citizen instead protest police
696,True,ve press m button shoot tsar bombar outta car
697,False,want mlk issue not problem anymore require mlk
698,True,hilarious seeing moron hit car
699,True,run
700,False,protest
701,True,understand point black life matter block traffic like like wth go to people need place hospital familywork etc plane stupid
702,True,obstruct interstate commerce federal felony offence cop useless blm democrats modern version racist terroristic kkk create protester rioter driver row car wimp imagine die ambulance stop traffic jam mile long
703,False,truck foghorn
704,False,people hurt cause help day rational blacklivesmatter anymore
705,False,supra need let happen
706,True,sign say black life matter block black white people wtf
707,False,deal force
708,True,drive
709,True,stupid american
710,True,keep go hit hit d slowly push way ppl need grow fuck
711,True,law protester block street leagaly allow run
712,True,pepper spray cunt run
713,True,bunch pussy well cry problem escalate stupid shit like
714,False,m inform exactly go fuck m try find reliable resource understand not believe thing like happen
715,True,people ferguson loot oly thing goverment care economy fuck n effort stop crooked cop
716,False,good quality
717,False,wow
718,True,welcome new world order
719,True,hell care people peacefully protest police feel threaten go to act blow fucker face tg follow riot
720,True,want toss gernade lol course range fucking shit
721,False,ah memory btw bring firework
722,True,stuff like reason people associate violence danger black people
723,False,awesome
724,False,love lady need strong woman like peggy hubbard
725,False,peggy m native american love honey
726,False,huge wisdom ear listen
727,False,mrs hubbard jamyla bolden die needlessly
728,False,amen amen sister strong black woman get
729,False,stand woman speak truth applaud gut young lady
730,False,peggy bless courage heart thank honesty passion matter whatawoman
731,False,lady guest speaker al sharpton rally seriously
732,True,love woman voice matter fuck black life matter
733,False,s real parent real mother real talk right learn mom voice truth sea bullshit
734,True,finally black person unbiased opinion incredibly high percentage black life lose extremely small fraction police black people need responsibility violence
735,False,thank truth speak innocent
736,True,sad disgrace black people
737,False,mother tell thing god bless woman
738,False,gal call spot way mspeggy way
739,True,c blk life matter bullshitwitch bullshit black people kill period newark nj bullshitb
740,False,love saem thing peggy stupid ya kill ya self quick stlpd wakeup
741,True,niggas love victim situation s separate black people need
742,False,oh politician style oratory peggy hubbard short video ring message loud clearto listen ok m england thankfully not gun culture ve see american scene time know peggy drop hangwringing crap tell word write post white housemavbe listen act
743,False,share thisthis woman awesome
744,False,real black leadership real revolutionary radicalism
745,False,respect
746,False,thank voice sanity black community peggy
747,False,wowpeople like not thing rightly say pc police offend tag racist truth speak give credencesociety know speak truth magnifie like not elevate people like school board city council mayor state national office
748,False,s navy vet mad respect
749,False,day day thisisacommentary here truth
750,True,bitch talk people like dylan roof james holmes jar loughner jerad miller tim mcveigh jared loughner jim david adkisson paul hill scott roeder frazier glen miller jr elliot rodger buford o furrow john r houser etc right
751,False,thank real hear little girl think thing rage medium want promote racial tension black community want talk elephant room like medium music scene promote thug life
752,False,peggy hero
753,False,awesome woman
754,False,think alot black people tired gun violence gang ignorance community want stop yes bad people race s get statement talk thing black commuity people quick bad people race put black want people well care selfs repectful way
755,False,tip hat class lady speak
756,False,black people like
757,True,right black shitter white man
758,True,obama say exactly lady say instead s defend thug clean language
759,False,proud woman mother stand principle morality plain common sense afraid tide culture wrong path kudo peggy mother kid hattiesburg ms kill police officer stand take responsibility wonderful role model late heroine
760,False,basically s talk black life matter guess loot rioting place asshole rob drug community hit point cnn believe police brutality want reform know s racism know go fucking second look black right till black people stand self destruction
761,False,ve spread video awesome
762,False,thank peggy
763,False,female uncle ruckus
764,False,damn good
